1984.5,1249.5,400
1426,2178.5,406
1859.5,880,370
961.5,2292.5,459.5
3430.5,520,461.5
2205,908,501
1658,1705,505
666.5,2152.5,548
1311.5,1311.5,296.5
942,1988,361.5
1366.5,2034,542
3608,744.5,366.5
1491.5,1257.5,458
1178,1105,391.5
1264.5,1687,578
2380,774,364.5
1901.5,1158,380
1232.5,1339,401.5
3186,684,432.5
1981.5,802,390
1412.5,1103,511.5
1441.5,1229.5,159
1408,994,334.5
1753.5,1392,338
1788.5,1247.5,403.5
4026,187,428.5
2692.5,576,526
1413,1938.5,452.5
1225,1296,413
968.5,1705.5,375
2491.5,854.5,568.5
1584,1022,591.5
3313,397,414
2158,894,513
1043,1266.5,408
1055,2419.5,543
1420,1322.5,505
2369.5,879,420
543.5,2449.5,569.5
3642.5,1060,543.5
1453.5,770,542.5
1668,896,503.5
576,1935.5,768
1488,1530,576
1645.5,754,418
1308.5,1452,495.5
3361.5,389,398.5
1308,940,411.5
1157.5,1278,408
1803.5,1595,607.5
2488,1106,473.5
1799,1096,488
1710,1315.5,399
1253.5,504,410
1950,1330,388.5
1330,1652,420.5
849.5,1913,530
1875,982,449.5
1271.5,1343,425
1958.5,1082.5,471.5
3770,157,458.5
1562,2019,520
2077.5,670,562
1085,1815,577.5
2056.5,1196.5,485
1848,994.5,506.5
1302,1782,548
2430.5,1329.5,502
1936.5,1614.5,430.5
764,1609,436.5
881.5,2219.5,764
1486,1760.5,881.5
1807,1348,486
1502,2457.5,507
2420,558,312
3037,667,497
1350,1117,437
1870,1481.5,600
2370,1556,670
1562,1648.5,440
1829,2173.5,642
3474,1162,529
1227,1538,614
1316,1517,527
1914,1353.5,692
2334,681,314
1682.5,1748,584
1320.5,1685,682.5
2260,1582,620.5
1976,1074,610
1805,1293,276
1625,1843.5,705
2666.5,723.5,625
1449.5,1557.5,566.5
2614,2005,749.5
4122,913,514
1362.5,1618,522
2122.5,905.5,412.5
1695,1761.5,422.5
2340.5,727,495
2513,1055.5,557.5
1646.5,1952.5,513
4143.5,1020,446.5
1505.5,1712.5,449.5
2176,1168.5,505.5
1518,1414.5,726
2796,703,518
2393.5,1619.5,596
1696.5,1768,313.5
3266.5,490,496.5
2008,2477,466.5
2131,1395.5,508
2005.5,1585,531
1974,1299.5,507.5
2354.5,1468,524
2214,2683.5,704.5
4092,636,614
2393.5,895,572
1480,1711,593.5
1490,1396.5,660
1316.5,1796.5,540
1886,1898,516.5
2435,1743.5,686
3536,730,585
1663,1317,558
879.5,2093.5,663
2169,1320,879.5
1238.5,1621,669
1080.5,1512.5,538.5
1123.5,1719.5,580.5
3238,1155,623.5
1630.5,1553.5,758
1417.5,1715.5,651.5
1317,1473,407.5
783,2045.5,517
1869.5,1453,683
873.5,1950.5,559.5
1767,2625,373.5
2462,957.5,617
1678.5,1707,592
1523,1716,578.5
1860.5,1511,523
1203,2094,510.5
1699,2312.5,503
3967,2030,599
1832,1848,467
1620,1311.5,632
1790,1632.5,670
1934.5,921.5,390
1601.5,1204,434.5
1763.5,1850.5,601.5
4495,669,591.5
1855.5,1207.5,575
1246.5,1794,585.5
496,2346.5,546.5
2323.5,598.5,446
1860,1670,463.5
1108,1586.5,490
3727.5,660,358
1281.5,1569,527.5
1452.5,1472,631.5
1150,1592.5,552.5
2912.5,912.5,450
1470.5,1417.5,442.5
2355,1734.5,670.5
2692,1045.5,655
1424,1712.5,392
1523,1253,424
1567,1396.5,523
1364,1355.5,367
1026,2257.5,564
2368.5,1384,726
3390,1467,368.5
3505,1930,590
2481,1212,505
1370.5,1878,481
1352,1402,470.5
1726.5,1090.5,452
1981,1894.5,726.5
2956.5,1382,581
1168,1725.5,586.5
2049,1499,565
1650,2094.5,855
1966,528,630
2081,1604,486
1165,2352.5,681
2737,1766.5,615
2298.5,1610,637
1506,1480.5,598.5
705,1748,486
971,1871,335
1404,1431.5,371
1536,1959,774
3612.5,709,696
1817,1511.5,464.5
1456.5,1647,517
1590,1914.5,556.5
1124,1899.5,540
1182.5,2190,574
725.5,2359.5,682.5
3344,605,225.5
1313,1827,444
1698,1632,513
1095.5,1698.5,698
1919.5,1727.5,575.5
898,1887,469.5
793.5,2452.5,798
3088.5,560,593.5
1645.5,1525,588.5
1118,2505,645.5
986,2219.5,618
1632,2283,686
1801.5,1243.5,432
1526,1950,551.5
3308,1034,526
1426,2340.5,608
1057,2037,506
1488,2605.5,757
1211,2146,588
1016,2295.5,611
721,2539,716
3002,825.5,521
2099,1326,752
997,1984,549
725,1828.5,686
1654,2963,725
3299,470,654
1948.5,1788.5,619
3047,586.5,488.5
1851,1087,476.5
1281,1673.5,501
990,1922.5,781
3235.5,3410,990
1416,1003,463
1780.5,1179.5,416
3601.5,1054.5,480.5
1699.5,1185,601.5
964,1594,468.5
1489.5,2247.5,764
1693.5,1453,439.5
1452.5,1814,593.5
1851,1715,682.5
1954,804,351
1735,1414.5,504
1542.5,1534,535
1233,2438,692.5
2008,1002,433
1466,1213,698
1545,1716,499
2393.5,831,55
1658.5,911.5,393.5
685.5,1918,608
1430,1835,685.5
581.5,1811,530
1133.5,1821.5,581.5
1035,2422,633.5
1803.5,1300.5,535
1437.5,2248.5,533.5
1257,2261,637.5
935.5,2157,787
1100,2559,735.5
1271.5,1878,600
1345.5,2619,871.5
2318.5,1499,545.5
2735,900,488.5
1021,1327.5,535
916,1554,721
1330,1541,616
1478.5,2128.5,630
1933,2036,578.5
2116.5,1017,533
922.5,2119,666.5
1138.5,1474.5,522.5
735,2239.5,638.5
1013.5,1574,485
1049,1751.5,513.5
972.5,2227.5,749
1777.5,1020,522.5
1385.5,1897.5,597.5
1154.5,2293,485.5
875,1906,584.5
881.5,1386.5,575
1357,1706,581.5
506,2901,557
1868,1479,306
248,2259.5,618
844,1689,248
1022,2387.5,544
1009,1690,572
1870.5,1506,709
1720.5,1731.5,870.5
2801.5,614,720.5
1415.5,2239,751.5
570.5,1915.5,615.5
1272.5,2419.5,570.5
1522,1967.5,572.5
506,2339.5,82
572,2616.5,506
2882.5,737,572
1161.5,2298,682.5
756,2102.5,661.5
759,1921,456
658,1690,459
978,1745.5,358
2857,2857,678
2246.5,1099,606
668,2350,686.5
788.5,1748,486.5
817,2379,588.5
883.5,1885.5,417
1270,1715,483.5
1350,2628.5,470
2084,804.5,590
708.5,2850.5,784
1732.5,1226,708.5
998.5,3100,732.5
1459.5,1615,448.5
3626,80,459.5
1105.5,1467,526
2262,1326,405.5
1014.5,2504.5,762
1189,1503,614.5
1276,2123,689
1308,1518,316
1380,1333.5,508
32.5,3340.5,880
2197,1351,32.5
1531,1429,347.5
952.5,2209,531
1438,1338.5,752.5
1210.5,1279.5,438
477,2682,660
512.5,2400,477
1590,1871,312.5
1184,1753.5,590
700.5,2740.5,534
412.5,2879.5,700.5
656,2131.5,412.5
1201,1500.5,456
502.5,2591.5,1001
2276.5,2355,502.5
1053,2152.5,526
490,2570.5,753
201.5,2338.5,490
1122,762,201.5
920,1574,722
810,2239.5,720
2815,1125,610
565,2195,315
935.5,2327,565
1358,2243.5,935.5
1472.5,1607.5,858
1614,2006,672.5
909,2661.5,614
3544,1298,509
1131,1868.5,544
435,2676.5,531
358,2895.5,435
1200,1357.5,520
1060,1629,450
1280.5,1178.5,400
1778,1646.5,385.5
1680,2115.5,585
2229.5,656,825
2250,900,505
1500,1750,524
1950.5,1260.5,450
1439,2178.5,460
1860,884,370
1272,2275,460
1450.5,560,470
2420,1050,554
1258,1705,605
665.5,2255.5,598
1790.5,1411.5,297
950,2230,430
1400,2033,550
3700,755,950
1558.5,1557.5,558
1900,1205,492.5
965,1257,678
2480,994,465.5
2201.5,1258,480
1432.5,1400,501.5
2186,984,445.5
1281.5,1302,590
912.5,1403,311.5
941.5,1430.5,200
1108,1300,445.5
1233.5,1592,440
1288.5,1550.5,430.5
2026,600,528.5
2192.5,590,660
1013,1938.5,652.5
1525,1196,513
1320,1205.5,475
1997.5,954.5,600.5
1804,1302,791.5
2990,700,614
1558,261,523
889,1566.5,968
1243,119.5,600
1120,1522.5,405
2369.5,1402,420
544.5,2149.5,569.5
2642.5,1460,543.5
1753.5,880,942.5
1428,950,603.5
576,1645.5,559.5
1645.5,1630,625
1308.5,900,671.5
2361.5,1105,358.5
2202,600,620
1257.5,2190,362
2420,1145,400
1503.5,1795,507.5
1488,966,73.5
1899,1200,588
1910,1515.5,400
1553.5,904,510
2050,1530,288.5
1430,1952,220.5
620,1513,430
975,1082,339.5
871.5,1543,325
1258,1282.5,371.5
2770,667,258.5
1462,1519,420
1977.5,970,485
985,1515,566.5
2200,1270,486
1548,1554.5,406.5
1502,1223,448
2130.5,1529.5,402
1536.5,1214.5,330.5
964,1709,336.5
885.5,2219.5,668
1586,1660.5,991.5
1507,1250,486
1302,2157,607
1120,600,412
2997,994,397
1250,1217,491
1570,1571.5,500
2170,1456,760
1462,1748.5,550
1529,2220.5,996
2474,992,607
1527,1438,412
1317,1160,597
1514,1253.5,437
2110,981,505
1882.5,1548,705
1120.5,1285,782.5
2260,1582,550
1576,1274,310
1605,1593,275
1252,733.5,570
1776.5,1723.5,256
1559.5,1257.5,665.5
2214,1950,420.5
3525,912,614
112.5,1718,222
2092.5,616,312.5
1595,1860,322.5
2140.5,927,395
1513,1255.5,556
1746.5,1950,531
3143,1020,556.5
505.5,1812.5,559.5
1960,1108.5,605.5
1618,1514.5,780
2906,903,604
2493.5,1719.5,696
1796.5,1868,514.5
2926.5,590,596.5
2908,1500,666.5
1531,1295.5,608
1905.5,1685,631
1974,1300,507.5
2154.5,1568,542
1514,2283.5,804.5
3995,635,314
1580,598,612
1559,1987,992
1590,1565.5,760
1516.5,149.5,340
1586,1658,616.5
2135,1473.5,978
3432,930,485
1463,1517,558
997.5,2150,796
1669,1520,978.5
1138.5,1696,769
1280.5,1712.5,638.5
969.5,1819.5,680.5
3138,1255,726.5
1530.5,1653.5,998
1917.5,1781,441.5
1217,1573,557.5
993,2250.5,317
1850.5,1553,993
973.5,1850.5,659.5
1800,1525,747.5
1562,1057.5,481
1798.5,1807,902
1602,1816,618.5
1660.5,1611,525
1503,1094,610.5
1899,1212.5,603
1567,1530,499
1920,1548,497
1520,1211.5,655
1890,1532.5,597
1554.5,1021.5,490
1701.5,1554,454.5
1686.5,1550.5,65
3995,970,5
1955.5,1507.5,1552
1546.5,1843,195
596,2346.5,285
2523.5,998.5,646
1960,1570,946
1208,1226.5,590
3527.5,960,448
1181.5,1269,627.5
1352.5,1172,731.5
950,1292.5,625.5
1512.5,1012.5,660
1370.5,1317.5,992.5
1155,1521.5,904.5
1582,1024.5,655
1324,1517.5,655
1623,1534.5,492
1470,1045.5,524
1642,1612.5,623
1256.5,1853,767
2365.5,1996.5,957
2390,1567,695.5
2505,1330,690
1481,1215,605
1380,1978,991
1552,1202,570.5
1725,1090,665
1581,1694.5,826.5
2556.5,1282,991
1956,1625.5,696.5
1049,1299,565
1116,2716,1179
655,2801,1116
2178.5,1300,305
896,2442,678.5
1199.5,1791.5,796
619.5,2826.5,1199.5
1879,2120,619.5
1378.5,2279,879
1070,2833,1378.5
2572,926,470
2402,1878.5,872
1439.5,1917.5,652
1100,2867,939.5
1281,2582,700
1798.5,2477.5,681
910.5,3700,1298.5
2852.5,1154,910.5
644.5,2993.5,1102.5
2140,1709.5,644.5
883.5,3909.5,1140
2479,1993.5,883.5
602,2682.5,979
847,3472,602
3193.5,430,302
1365.5,2879.5,1493.5
2382,1767,865
1108.5,3371,1782
1195,2109,1108.5
621,2667,795
2049.5,2397,621
4312.5,759,1000
1944.5,2687.5,1312.5
1202.5,2656.5,1344.5
1254,3065.5,1202.5
1208,2430,704
1382.5,2304,708
1418.5,2999.5,882.5
3187,1626,818.5
1838.5,3664,1637
1051.5,3479.5,1138.5
710,3350.5,491
1332,1592,110
2034.5,2626.5,882
3051.5,3553.5,1404
3072.5,1015,851
2583,2000,1522.5
1388.5,1975.5,999
769.5,3179,988.5
1865.5,1458,269.5
2400,2269,1045.5
3369,3285.5,1400
